17.1631,12.0142,54.3797
12.2198,5.93979,50.2282
8.22068,4.76581,43.4101
6.70752,6.25438,37.2999
7.36862,9.3964,32.9598
9.96964,14.4492,31.6268
14.418,20.7726,35.7718
18.9989,23.0669,46.709
19.1489,15.3838,55.7067
14.0334,6.24662,53.5093
8.57042,3.28825,45.998
5.80648,4.04526,38.7506
5.51216,6.36614,32.9963
7.1394,10.3655,29.3592
10.8072,16.8073,29.5441
16.4884,24.1142,37.1893
20.9904,23.2316,51.9544
18.5021,10.9025,58.3602
11.3603,2.574,51.9086
5.9393,1.36803,43.1225
3.76249,2.56015,35.6895
3.71943,4.62911,29.7964
5.23385,8.16666,25.6599
8.67013,14.5422,24.5481
14.8074,24.0842,30.5246
21.8498,28.2122,48.2766
21.3556,14.0765,61.8021
12.7863,0.90695,55.7847
5.1357,-1.62743,45.3744
1.58456,-1.05848,36.955
0.325242,-0.594597,30.2247
-0.12984,-0.542195,24.7445
-0.424432,-0.840058,20.2681
-0.863746,-1.62534,16.6297
-1.76954,-3.41094,13.7622
-3.77719,-7.45365,11.9347
-8.26803,-16.3647,12.9669
-17.4164,-31.9313,24.9323
-27.5368,-33.5716,58.2905
-21.1578,-3.20832,69.1553
-6.6293,8.73307,54.1267
2.02256,8.98898,43.6923
5.92525,9.70067,37.5713
8.79344,12.688,34.5172
12.3705,17.4891,35.5588
16.53,21.2812,42.1991
18.6474,18.6272,51.2199
16.2161,10.7847,53.7104
11.4691,5.83857,48.9231
8.04762,5.28834,42.3429
7.0191,7.09004,36.6785
8.06901,10.5696,32.9757
11.0287,15.8962,32.7028
15.5735,21.6167,38.3341
19.298,21.6018,49.3732
18.0341,12.9319,55.5553
12.6719,5.49406,51.6013
7.97504,3.76773,44.2068
5.96916,5.00247,37.4813
6.24339,7.77919,32.3881
8.44725,12.4586,29.8327
12.7241,19.3247,32.0918
18.2899,24.6508,42.3705
20.5913,19.1932,55.3146
16.0738,7.50139,56.3542
9.41225,2.33312,48.6377
5.39319,2.35447,40.5005
4.21505,4.03425,33.8027
4.94914,6.89213,28.7685
7.45027,11.8914,26.1498
12.2813,19.963,28.5537
19.0942,27.2921,40.9381
22.195,20.5659,57.8379
16.4128,5.49314,58.6304
8.18576,-0.251395,49.0914
3.45043,-0.202162,40.0926
1.76787,0.781077,32.8497
1.58265,1.90931,26.9892
2.27657,3.69404,22.3337
4.03405,7.20147,19.0477
